Ride,Date/Time,Wait Time
Mickey & Minnie's Runaway Railway,2023-02-01 16:10:16,139
Mickey & Minnie's Runaway Railway,2023-02-01 16:15:16,139
Mickey & Minnie's Runaway Railway,2023-02-01 16:20:17,139
Mickey & Minnie's Runaway Railway,2023-02-01 16:25:17,139
Mickey & Minnie's Runaway Railway,2023-02-01 16:30:16,140
Mickey & Minnie's Runaway Railway,2023-02-01 16:35:17,141
Mickey & Minnie's Runaway Railway,2023-02-01 16:40:16,141
Mickey & Minnie's Runaway Railway,2023-02-01 16:45:16,142
Mickey & Minnie's Runaway Railway,2023-02-01 16:50:16,143
Mickey & Minnie's Runaway Railway,2023-02-01 16:55:16,145
Mickey & Minnie's Runaway Railway,2023-02-01 17:00:16,146
Mickey & Minnie's Runaway Railway,2023-02-01 17:05:16,147
Mickey & Minnie's Runaway Railway,2023-02-01 17:10:17,148
Mickey & Minnie's Runaway Railway,2023-02-01 17:15:16,149
Mickey & Minnie's Runaway Railway,2023-02-01 17:20:17,150
Mickey & Minnie's Runaway Railway,2023-02-01 17:25:16,151
Mickey & Minnie's Runaway Railway,2023-02-01 17:30:16,151
Mickey & Minnie's Runaway Railway,2023-02-01 17:35:17,151
Mickey & Minnie's Runaway Railway,2023-02-01 17:40:16,152
Mickey & Minnie's Runaway Railway,2023-02-01 17:45:16,156
Mickey & Minnie's Runaway Railway,2023-02-01 17:50:16,158
Mickey & Minnie's Runaway Railway,2023-02-01 17:55:17,160
Mickey & Minnie's Runaway Railway,2023-02-01 18:00:16,165
Mickey & Minnie's Runaway Railway,2023-02-01 18:05:17,168
Mickey & Minnie's Runaway Railway,2023-02-01 18:10:17,174
Mickey & Minnie's Runaway Railway,2023-02-01 18:15:16,177
Mickey & Minnie's Runaway Railway,2023-02-01 18:20:16,182
Mickey & Minnie's Runaway Railway,2023-02-01 18:25:16,187
Mickey & Minnie's Runaway Railway,2023-02-01 18:30:16,191
Mickey & Minnie's Runaway Railway,2023-02-01 18:35:17,194
Mickey & Minnie's Runaway Railway,2023-02-01 18:40:17,197
Mickey & Minnie's Runaway Railway,2023-02-01 18:45:16,201
Mickey & Minnie's Runaway Railway,2023-02-01 18:50:16,202
Mickey & Minnie's Runaway Railway,2023-02-01 18:55:16,205
Mickey & Minnie's Runaway Railway,2023-02-01 19:00:16,207
Mickey & Minnie's Runaway Railway,2023-02-01 19:05:16,209
Mickey & Minnie's Runaway Railway,2023-02-01 19:10:16,211
Mickey & Minnie's Runaway Railway,2023-02-01 19:15:16,214
Mickey & Minnie's Runaway Railway,2023-02-01 19:20:16,216
Mickey & Minnie's Runaway Railway,2023-02-01 19:25:17,219
Mickey & Minnie's Runaway Railway,2023-02-01 19:30:16,220
Mickey & Minnie's Runaway Railway,2023-02-01 19:35:16,220
Mickey & Minnie's Runaway Railway,2023-02-01 19:40:16,220
Mickey & Minnie's Runaway Railway,2023-02-01 19:45:16,222
Mickey & Minnie's Runaway Railway,2023-02-01 19:50:16,224
Mickey & Minnie's Runaway Railway,2023-02-01 19:55:16,226
Mickey & Minnie's Runaway Railway,2023-02-01 20:00:16,228
Mickey & Minnie's Runaway Railway,2023-02-01 20:05:16,231
Mickey & Minnie's Runaway Railway,2023-02-01 20:10:16,235
Mickey & Minnie's Runaway Railway,2023-02-01 20:15:16,240
Mickey & Minnie's Runaway Railway,2023-02-01 20:20:17,245
