Ride,Date/Time,Wait Time
Haunted Mansion Holiday,2024-08-01 21:05:11,555
Haunted Mansion Holiday,2024-08-01 21:10:12,558
Haunted Mansion Holiday,2024-08-01 21:15:11,562
Haunted Mansion Holiday,2024-08-01 21:20:12,565
Haunted Mansion Holiday,2024-08-01 21:25:11,568
Haunted Mansion Holiday,2024-08-01 21:30:11,572
Haunted Mansion Holiday,2024-08-01 21:35:12,575
Haunted Mansion Holiday,2024-08-01 21:40:11,578
Haunted Mansion Holiday,2024-08-01 21:45:11,582
Haunted Mansion Holiday,2024-08-01 21:50:11,585
Haunted Mansion Holiday,2024-08-01 21:55:11,588
Haunted Mansion Holiday,2024-08-01 22:00:11,592
Haunted Mansion Holiday,2024-08-01 22:05:12,595
Haunted Mansion Holiday,2024-08-01 22:10:11,598
Haunted Mansion Holiday,2024-08-01 22:15:12,602
Haunted Mansion Holiday,2024-08-01 22:20:11,605
Haunted Mansion Holiday,2024-08-01 22:25:12,609
Haunted Mansion Holiday,2024-08-01 22:30:11,613
Haunted Mansion Holiday,2024-08-01 22:35:11,616
Haunted Mansion Holiday,2024-08-01 22:40:11,616
Haunted Mansion Holiday,2024-08-01 22:45:11,617
Haunted Mansion Holiday,2024-08-01 22:50:11,624
Haunted Mansion Holiday,2024-08-01 22:55:11,632
Haunted Mansion Holiday,2024-08-01 23:00:11,639
Haunted Mansion Holiday,2024-08-01 23:05:11,640
Haunted Mansion Holiday,2024-08-01 23:10:11,640
Haunted Mansion Holiday,2024-08-01 23:15:11,640
Haunted Mansion Holiday,2024-08-01 23:20:11,640
Haunted Mansion Holiday,2024-08-01 23:25:12,640
Haunted Mansion Holiday,2024-08-01 23:30:12,640
Haunted Mansion Holiday,2024-08-01 23:35:12,640
Haunted Mansion Holiday,2024-08-01 23:40:11,640
Haunted Mansion Holiday,2024-08-01 23:45:11,640
Haunted Mansion Holiday,2024-08-01 23:50:11,640
Haunted Mansion Holiday,2024-08-01 23:55:11,640
Haunted Mansion Holiday,2024-08-02 07:55:12,5
Haunted Mansion Holiday,2024-08-02 08:00:11,7
Haunted Mansion Holiday,2024-08-02 08:05:12,8
Haunted Mansion Holiday,2024-08-02 08:10:12,11
Haunted Mansion Holiday,2024-08-02 08:15:11,13
Haunted Mansion Holiday,2024-08-02 08:20:12,14
Haunted Mansion Holiday,2024-08-02 08:25:11,16
Haunted Mansion Holiday,2024-08-02 08:30:12,18
Haunted Mansion Holiday,2024-08-02 08:35:11,19
Haunted Mansion Holiday,2024-08-02 08:40:12,21
Haunted Mansion Holiday,2024-08-02 08:45:12,23
Haunted Mansion Holiday,2024-08-02 08:50:11,24
Haunted Mansion Holiday,2024-08-02 08:55:11,26
Haunted Mansion Holiday,2024-08-02 09:00:12,27
Haunted Mansion Holiday,2024-08-02 09:05:12,28
Haunted Mansion Holiday,2024-08-02 09:10:11,30
Haunted Mansion Holiday,2024-08-02 09:15:11,31
Haunted Mansion Holiday,2024-08-02 09:20:11,32
Haunted Mansion Holiday,2024-08-02 09:25:11,32
Haunted Mansion Holiday,2024-08-02 09:30:11,34
Haunted Mansion Holiday,2024-08-02 09:35:11,35
Haunted Mansion Holiday,2024-08-02 09:40:11,38
Haunted Mansion Holiday,2024-08-02 09:45:11,40
Haunted Mansion Holiday,2024-08-02 09:50:11,42
Haunted Mansion Holiday,2024-08-02 09:55:11,46
Haunted Mansion Holiday,2024-08-02 10:00:13,46
Haunted Mansion Holiday,2024-08-02 10:05:11,46
Haunted Mansion Holiday,2024-08-02 10:10:12,46
Haunted Mansion Holiday,2024-08-02 10:15:11,46
Haunted Mansion Holiday,2024-08-02 10:20:12,46
Haunted Mansion Holiday,2024-08-02 10:25:12,46
Haunted Mansion Holiday,2024-08-02 10:30:12,49
Haunted Mansion Holiday,2024-08-02 10:35:11,51
Haunted Mansion Holiday,2024-08-02 10:40:11,55
Haunted Mansion Holiday,2024-08-02 10:45:12,57
Haunted Mansion Holiday,2024-08-02 10:50:11,58
Haunted Mansion Holiday,2024-08-02 10:55:11,60
Haunted Mansion Holiday,2024-08-02 11:00:11,62
Haunted Mansion Holiday,2024-08-02 11:05:11,63
Haunted Mansion Holiday,2024-08-02 11:10:11,65
Haunted Mansion Holiday,2024-08-02 11:15:12,67
Haunted Mansion Holiday,2024-08-02 11:20:12,68
Haunted Mansion Holiday,2024-08-02 11:25:12,70
Haunted Mansion Holiday,2024-08-02 11:30:12,72
Haunted Mansion Holiday,2024-08-02 11:35:12,73
Haunted Mansion Holiday,2024-08-02 11:40:11,75
Haunted Mansion Holiday,2024-08-02 11:45:11,77
Haunted Mansion Holiday,2024-08-02 11:50:11,78
Haunted Mansion Holiday,2024-08-02 11:55:11,80
Haunted Mansion Holiday,2024-08-02 12:00:12,82
Haunted Mansion Holiday,2024-08-02 12:05:11,83
